Time(Hours),EntityID,ObjectName,ProcessID,StepName,Action
0,Order.24,Output@OrderSource,3.RoutingOutLogic,[Begin],Process 'Output@OrderSource.RoutingOutLogic' execution started.
0,Order.24,Output@OrderSource,3.RoutingOutLogic,[SetNode] NextDestination,Destination node of entity 'Order.24' set to value 'T1'.
0,Order.24,Output@OrderSource,3.RoutingOutLogic,[End],Process 'Output@OrderSource.RoutingOutLogic' execution ended.
0,Order.24,Output@OrderSource,1.OnEnteredFromAssociatedObject,[Transfer] ToOutboundLink,Entity 'Order.24' could not find a followable travel path from starting location '[Node] Output@OrderSource' to destination location 'T1' using assigned network 'Global'.
0,Order.24,Output@OrderSource,1.OnEnteredFromAssociatedObject,[Transfer] ToOutboundLink,Entity 'Order.24' failed to initiate transfer from '[Node] Output@OrderSource' to an outbound link.
0,Order.24,Output@OrderSource,1.OnEnteredFromAssociatedObject,[Transfer] ToFreeSpace,Entity 'Order.24' initiating transfer from '[Node] Output@OrderSource' into free space of facility 'Model'.
0,Order.24,Output@OrderSource,3.OnExited,[Begin],Process 'Output@OrderSource.OnExited' execution started.
0,Order.24,Output@OrderSource,3.OnExited,[Fire] ExitedEvent,Firing event 'Output@OrderSource.Exited'.
0,Order.24,Output@OrderSource,3.OnExited,[End],Process 'Output@OrderSource.OnExited' execution ended.
0,Order.24,Order.24,4.OnEnteredFreeSpace,[Begin],Process 'Order.24.OnEnteredFreeSpace' execution started.
0,Order.24,Order.24,4.OnEnteredFreeSpace,[Assign] OnEnteredFreeSpaceAssignments,Assigning state variable 'Order.24.FreeSpaceSteeringToken.4.EnteredFreeSpaceFromNode' the value '1'. Previous value was '0'.
0,Order.24,Order.24,4.OnEnteredFreeSpace,[Assign] OnEnteredFreeSpaceAssignments,Assigning state variable 'Order.24.FreeSpaceSteeringToken.4.DestinationNode' the value 'T1'. Previous value was 'Nothing'.
0,Order.24,Order.24,4.OnEnteredFreeSpace,[Decide] IfDestinationNode,Token branching on condition 'FreeSpaceSteeringToken.DestinationNode != Nothing'.
0,Order.24,Order.24,4.OnEnteredFreeSpace,[Decide] IfDestinationNode,Token sent to 'True' exit.
0,Order.24,Order.24,4.OnEnteredFreeSpace,[SetNode] NextDestination,Destination node of entity 'Order.24' set to value 'T1'.
0,Order.24,Order.24,4.OnEnteredFreeSpace,[Decide] IfDirectToDestination,"Token branching on condition 'Math.If(FreeSpaceSteeringBehavior == List.FreeSpaceSteeringBehaviorType.DirectToDestination || CurrentNetwork == Nothing || !FreeSpaceSteeringToken.EnteredFreeSpaceFromNode, True, !CurrentNetwork.PathExists(PreviousNode, DestinationNode))'."
0,Order.24,Order.24,4.OnEnteredFreeSpace,[Decide] IfDirectToDestination,Token sent to 'True' exit.
0,Order.24,Order.24,4.OnEnteredFreeSpace,[Travel] DirectToDestination,Entity 'Order.24' starting free space travel movement to coordinates 'X=-4.5 Y=0 Z=-6' Meters.
0,Order.24,Order.24,4.OnEnteredFreeSpace,[Travel] DirectToDestination,Setting movement rate of entity 'Order.24' to desired maximum value '5040' Meters per Hour.
0,Order.24,OrderSource,2.OnEnteredProcessing,[End],Process 'OrderSource.OnEnteredProcessing' execution ended.
0,Order.24,OrderSource,0.OnEnteredOutputBuffer,[End],Process 'OrderSource.OnEnteredOutputBuffer' execution ended.
0,Order.24,Output@OrderSource,1.OnEnteredFromAssociatedObject,[End],Process 'Output@OrderSource.OnEnteredFromAssociatedObject' execution ended.
0.00145887313192984,Order.24,Order.24,4.OnEnteredFreeSpace,[Travel] DirectToDestination,Entity 'Order.24' finished free space travel movement to coordinates 'X=-4.5 Y=0 Z=-6' Meters.
0.00145887313192984,Order.24,Order.24,4.OnEnteredFreeSpace,[Travel] DirectToDestination,Setting movement rate of entity 'Order.24' to desired ending value '0' Meters per Hour.
0.00145887313192984,Order.24,Order.24,4.OnEnteredFreeSpace,[Transfer] ToDestinationNode,Entity 'Order.24' transferring from '[FreeSpace] Model' into node 'T1'.
0.00145887313192984,Order.24,T1,1.OnEntered,[Begin],Process 'T1.OnEntered' execution started.
0.00145887313192984,Order.24,T1,1.OnEntered,[Fire] EnteredEvent,Firing event 'T1.Entered'.
0.00145887313192984,Order.24,T1,1.OnEntered,[Decide] IfTransporter,Token branching on condition 'Entity.Is.Transporter'.
0.00145887313192984,Order.24,T1,1.OnEntered,[Decide] IfTransporter,Token sent to 'False' exit.
0.00145887313192984,Order.24,T1,1.OnEntered,[Execute] RoutingOutLogic,Executing process 'T1.RoutingOutLogic'.
0.00145887313192984,Order.24,T1,0.RoutingOutLogic,[Begin],Process 'T1.RoutingOutLogic' execution started.
0.00145887313192984,Order.24,T1,0.RoutingOutLogic,[SetNode] NextDestination,Destination node of entity 'Order.24' set to value 'Input@Depot'.
0.00145887313192984,Order.24,T1,0.RoutingOutLogic,[Fire] RideWaitingEvent,Firing event 'T1.RiderWaiting'.
0.00145887313192984,Order.24,T1,0.RoutingOutLogic,[Ride] OnTransporter,Inserting entity 'Order.24' into 'T1.RidePickupQueue'.
0.00145887313192984,Order.24,MyVehicle1[1],2.OnEvaluatingRiderReservation,[Begin],Process 'MyVehicle1[1].OnEvaluatingRiderReservation' execution started.
0.00145887313192984,Order.24,MyVehicle1[1],2.OnEvaluatingRiderReservation,[Decide] IfAcceptTransportRequest,Token branching on condition '(ResourceState==List.ResourceStateName.Idle) || (Entity.CurrentNode==DestinationNode) || (Entity.CurrentNode==CurrentNode && DestinationNode==Nothing)'.
0.00145887313192984,Order.24,MyVehicle1[1],2.OnEvaluatingRiderReservation,[Decide] IfAcceptTransportRequest,Token sent to 'True' exit.
0.00145887313192984,Order.24,MyVehicle1[1],2.OnEvaluatingRiderReservation,[Execute] EvaluatingTransportRequestAddOnProcess,Executing process 'EvaluateTask'.
0.00145887313192984,Order.24,Model,3.EvaluateTask,[Begin],Process 'EvaluateTask' execution started.
0.00145887313192984,Order.24,Model,3.EvaluateTask,[Decide] Decide2,Token branching on condition 'Orders.Wave == MyVehicle.WaveID'.
0.00145887313192984,Order.24,Model,3.EvaluateTask,[Decide] Decide2,Token sent to 'True' exit.
0.00145887313192984,Order.24,Model,3.EvaluateTask,[Decide] Decide1,Token branching on condition 'Orders.Priority == MyVehicle.CurrentTaskIndex'.
0.00145887313192984,Order.24,Model,3.EvaluateTask,[Decide] Decide1,Token sent to 'True' exit.
0.00145887313192984,Order.24,Model,3.EvaluateTask,[Assign] Assign4,Assigning state variable 'Token.3.ReturnValue' the value '1'. Previous value was '1'.
0.00145887313192984,Order.24,Model,3.EvaluateTask,[End],Process 'EvaluateTask' execution ended.
0.00145887313192984,Order.24,MyVehicle1[1],2.OnEvaluatingRiderReservation,[End],Process 'MyVehicle1[1].OnEvaluatingRiderReservation' execution ended.
0.00145887313192984,Order.24,T1,0.RoutingOutLogic,[Ride] OnTransporter,Entity 'Order.24' reserved a ride on transporter 'MyVehicle1[1]'.
0.00145887313192984,Order.24,MyVehicle1[1],2.OnRiderReservationAccepted,[Begin],Process 'MyVehicle1[1].OnRiderReservationAccepted' execution started.
0.00145887313192984,Order.24,MyVehicle1[1],2.OnRiderReservationAccepted,[Decide] IfIdle,Token branching on condition 'ResourceState==List.ResourceStateName.Idle'.
0.00145887313192984,Order.24,MyVehicle1[1],2.OnRiderReservationAccepted,[Decide] IfIdle,Token sent to 'True' exit.
0.00145887313192984,--,--,--,--,Ignoring attempt to execute disabled process 'MyVehicle1[1].OnNewSeizeRequest'.
0.00145887313192984,Order.24,MyVehicle1[1],2.OnRiderReservationAccepted,[Seize] Vehicle,Object 'MyVehicle1[1]' checking availability to seize '1' resource(s) of resource type '[ParentObject] MyVehicle1[1]'.
0.00145887313192984,Order.24,MyVehicle1[1],2.OnRiderReservationAccepted,[Seize] Vehicle,Object 'MyVehicle1[1]' found '1' currently available resource(s) of resource type '[ParentObject] MyVehicle1[1]'.
0.00145887313192984,Order.24,MyVehicle1[1],2.OnRiderReservationAccepted,[Seize] Vehicle,Object 'MyVehicle1[1]' seized '1' capacity unit(s) of resource 'MyVehicle1[1]'.
0.00145887313192984,MyVehicle1[1],MyVehicle1[1],3.OnCapacityAllocated,[Begin],Process 'MyVehicle1[1].OnCapacityAllocated' execution started.
0.00145887313192984,MyVehicle1[1],MyVehicle1[1],3.OnCapacityAllocated,[Assign] ResourceState,Assigning state variable 'MyVehicle1[1].ResourceState' the value '7'. Previous value was '1'.
0.00145887313192984,MyVehicle1[1],MyVehicle1[1],3.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyVehicle1[1].OnEvaluatingRiderReservation.Enabled' the value '1'. Previous value was '1'.
0.00145887313192984,MyVehicle1[1],MyVehicle1[1],3.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyVehicle1[1].OnEvaluatingRiderReservation.ReturnValue' the value '1'. Previous value was '1'.
0.00145887313192984,MyVehicle1[1],MyVehicle1[1],3.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyVehicle1[1].OnEvaluatingSeizeRequest.Enabled' the value '0'. Previous value was '1'.
0.00145887313192984,MyVehicle1[1],MyVehicle1[1],3.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyVehicle1[1].OnEvaluatingSeizeRequest.ReturnValue' the value '0'. Previous value was '1'.
0.00145887313192984,MyVehicle1[1],MyVehicle1[1],3.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyVehicle1[1].OnEvaluatingRiderAtPickup.Enabled' the value '1'. Previous value was '1'.
0.00145887313192984,MyVehicle1[1],MyVehicle1[1],3.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'MyVehicle1[1].OnEvaluatingRiderAtPickup.ReturnValue' the value '1'. Previous value was '1'.
0.00145887313192984,MyVehicle1[1],MyVehicle1[1],3.OnCapacityAllocated,[Fire] AllocatedEvent,Firing event 'MyVehicle1[1].Allocated'.
0.00145887313192984,MyVehicle1[1],MyVehicle1[1],3.OnCapacityAllocated,[End],Process 'MyVehicle1[1].OnCapacityAllocated' execution ended.
0.00145887313192984,Order.24,MyVehicle1[1],2.OnRiderReservationAccepted,[Seize] Vehicle,Object 'MyVehicle1[1]' completed seize of '1' resource(s) of resource type '[ParentObject] MyVehicle1[1]'.
0.00145887313192984,Order.24,MyVehicle1[1],2.OnRiderReservationAccepted,[SelectVisit] ToAcceptedDestination,Entity 'MyVehicle1[1]' searching its visit request queue containing '1' accepted visit request(s).
0.00145887313192984,Order.24,MyVehicle1[1],2.OnRiderReservationAccepted,[SelectVisit] ToAcceptedDestination,Entity 'MyVehicle1[1]' selected visit destination 'T1'.
0.00145887313192984,Order.24,MyVehicle1[1],2.OnRiderReservationAccepted,[Decide] IfInFreeSpace,Token branching on condition '(CurrentNode==Nothing)&&(CurrentLink==Nothing)&&(CurrentStation==Nothing)'.
0.00145887313192984,Order.24,MyVehicle1[1],2.OnRiderReservationAccepted,[Decide] IfInFreeSpace,Token sent to 'False' exit.
0.00145887313192984,Order.24,MyVehicle1[1],2.OnRiderReservationAccepted,[Decide] IfUnpark,Token branching on condition 'IsParked && (OnVisitingNode.TokensInProcess==0)'.
0.00145887313192984,Order.24,MyVehicle1[1],2.OnRiderReservationAccepted,[Decide] IfUnpark,Token sent to 'True' exit.
0.00145887313192984,Order.24,MyVehicle1[1],2.OnRiderReservationAccepted,[UnPark] Vehicle,Entity 'MyVehicle1[1]' transferring from '[Station] Home.ParkingStation' into node 'Home'.
0.00145887313192984,MyVehicle1[1],Home,3.OnEntered,[Begin],Process 'Home.OnEntered' execution started.
0.00145887313192984,MyVehicle1[1],Home,3.OnEntered,[Fire] EnteredEvent,Firing event 'Home.Entered'.
0.00145887313192984,MyVehicle1[1],Home,3.OnEntered,[VisitNode] Entity,Executing process 'MyVehicle1[1].OnVisitingNode'.
0.00145887313192984,MyVehicle1[1],MyVehicle1[1],5.OnVisitingNode,[Begin],Process 'MyVehicle1[1].OnVisitingNode' execution started.
0.00145887313192984,MyVehicle1[1],MyVehicle1[1],5.OnVisitingNode,[Decide] IfNotVisitingNode,"Token branching on condition 'Math.If(IgnoreVisitingCurrentNode, True, ResourceState==List.ResourceStateName.Idle, False, ResourceState==List.ResourceStateName.OffShift, ((OffShiftAction==List.VehicleOffShiftAction.GoToHome)||(OffShiftAction==List.VehicleOffShiftAction.ParkAtHome))&&(HomeNode!=Nothing)&&(DestinationNode==HomeNode)&&(CurrentNode!=HomeNode),(DestinationNode!=Nothing)&&(CurrentNode!=DestinationNode), True, False)'."
0.00145887313192984,MyVehicle1[1],MyVehicle1[1],5.OnVisitingNode,[Decide] IfNotVisitingNode,Token sent to 'True' exit.
0.00145887313192984,MyVehicle1[1],MyVehicle1[1],5.OnVisitingNode,[Decide] IfParked,Token branching on condition 'IsParked'.
0.00145887313192984,MyVehicle1[1],MyVehicle1[1],5.OnVisitingNode,[Decide] IfParked,Token sent to 'False' exit.
0.00145887313192984,MyVehicle1[1],MyVehicle1[1],5.OnVisitingNode,[Assign] IgnoreVisitingCurrentNodeFlag,Assigning state variable 'MyVehicle1[1].IgnoreVisitingCurrentNode' the value '0'. Previous value was '0'.
0.00145887313192984,MyVehicle1[1],MyVehicle1[1],5.OnVisitingNode,[End],Process 'MyVehicle1[1].OnVisitingNode' execution ended.
0.00145887313192984,MyVehicle1[1],Home,3.OnEntered,[Transfer] ToOutboundLink,Entity 'MyVehicle1[1]' transferring from '[Node] Home' onto link 'Path8'.
0.00145887313192984,MyVehicle1[1],Path8,5.OnEntered,[Begin],Process 'Path8.OnEntered' execution started.
0.00145887313192984,MyVehicle1[1],Path8,5.OnEntered,[Assign] EntityMovementRate,Assigning state variable 'MyVehicle1[1].Movement.Rate' the value '1080' Meters per Hour. Previous value was '1080' Meters per Hour.
0.00145887313192984,MyVehicle1[1],Path8,5.OnEntered,[EndTransfer] OntoPath,Entity 'MyVehicle1[1]' ending transfer onto link 'Path8'.
0.00145887313192984,MyVehicle1[1],Path8,5.OnEntered,[End],Process 'Path8.OnEntered' execution ended.
0.00145887313192984,Order.24,T1,1.OnEntered,[Execute] RoutingOutLogic,Token waiting at Execute step for '1' other processes to complete.
0.00145887313192984,Order.24,MyVehicle1[1],2.OnRiderReservationAccepted,[End],Process 'MyVehicle1[1].OnRiderReservationAccepted' execution ended.
0.00145887313192984,MyVehicle1[1],Home,3.OnEntered,[End],Process 'Home.OnEntered' execution ended.
0.00331072509325495,MyVehicle1[1],Home,3.OnExited,[Begin],Process 'Home.OnExited' execution started.
0.00331072509325495,MyVehicle1[1],Home,3.OnExited,[Fire] ExitedEvent,Firing event 'Home.Exited'.
0.00331072509325495,MyVehicle1[1],Home,3.OnExited,[End],Process 'Home.OnExited' execution ended.
0.00747739165044835,MyVehicle1[1],Path8,3.OnReachedEnd,[Begin],Process 'Path8.OnReachedEnd' execution started.
0.00747739165044835,MyVehicle1[1],Path8,3.OnReachedEnd,[Transfer] FromPath,Entity 'MyVehicle1[1]' transferring from '[EndOfLink] Path8' into node 'T1'.
0.00747739165044835,MyVehicle1[1],T1,2.OnEntered,[Begin],Process 'T1.OnEntered' execution started.
0.00747739165044835,MyVehicle1[1],T1,2.OnEntered,[Fire] EnteredEvent,Firing event 'T1.Entered'.
0.00747739165044835,MyVehicle1[1],T1,2.OnEntered,[VisitNode] Entity,Executing process 'MyVehicle1[1].OnVisitingNode'.
0.00747739165044835,MyVehicle1[1],MyVehicle1[1],5.OnVisitingNode,[Begin],Process 'MyVehicle1[1].OnVisitingNode' execution started.
0.00747739165044835,MyVehicle1[1],MyVehicle1[1],5.OnVisitingNode,[Decide] IfNotVisitingNode,"Token branching on condition 'Math.If(IgnoreVisitingCurrentNode, True, ResourceState==List.ResourceStateName.Idle, False, ResourceState==List.ResourceStateName.OffShift, ((OffShiftAction==List.VehicleOffShiftAction.GoToHome)||(OffShiftAction==List.VehicleOffShiftAction.ParkAtHome))&&(HomeNode!=Nothing)&&(DestinationNode==HomeNode)&&(CurrentNode!=HomeNode),(DestinationNode!=Nothing)&&(CurrentNode!=DestinationNode), True, False)'."
0.00747739165044835,MyVehicle1[1],MyVehicle1[1],5.OnVisitingNode,[Decide] IfNotVisitingNode,Token sent to 'False' exit.
0.00747739165044835,MyVehicle1[1],MyVehicle1[1],5.OnVisitingNode,[Decide] IfBusy,Token branching on condition '(ResourceState==List.ResourceStateName.Busy)||(ResourceState==List.ResourceStateName.OffShiftBusy)'.
0.00747739165044835,MyVehicle1[1],MyVehicle1[1],5.OnVisitingNode,[Decide] IfBusy,Token sent to 'False' exit.
0.00747739165044835,MyVehicle1[1],MyVehicle1[1],5.OnVisitingNode,[Decide] IfLoadingUnloading,"Token branching on condition 'Math.If(ResourceState==List.ResourceStateName.OffShift, False, (ResourceState==List.ResourceStateName.Transporting)||(ResourceState==List.ResourceStateName.OffShiftTransporting), True, Node.RidePickupQueue.NumberWaiting>0)'."
0.00747739165044835,MyVehicle1[1],MyVehicle1[1],5.OnVisitingNode,[Decide] IfLoadingUnloading,Token sent to 'True' exit.
0.00747739165044835,MyVehicle1[1],MyVehicle1[1],5.OnVisitingNode,[Dropoff] Rider,Transporter 'MyVehicle1[1]' failed to drop off a rider at node 'T1'. No eligible drop-off requests.
0.00747739165044835,MyVehicle1[1],MyVehicle1[1],5.OnVisitingNode,[Assign] ToClearPreferredOwner,Assigning state variable 'MyVehicle1[1].PreferredOwner' the value 'Nothing'. Previous value was 'Nothing'.
0.00747739165044835,MyVehicle1[1],MyVehicle1[1],5.OnVisitingNode,[Assign] ToClearPreferredOwner,Assigning state variable 'MyVehicle1[1].OnNewSeizeRequest.Enabled' the value '0'. Previous value was '0'.
0.00747739165044835,MyVehicle1[1],MyVehicle1[1],5.OnVisitingNode,[Pickup] Rider,Transporter 'MyVehicle1[1]' searching '1' pickup request(s) waiting at node 'T1'.
0.00747739165044835,Order.24,MyVehicle1[1],6.OnEvaluatingRiderAtPickup,[Begin],Process 'MyVehicle1[1].OnEvaluatingRiderAtPickup' execution started.
0.00747739165044835,Order.24,MyVehicle1[1],6.OnEvaluatingRiderAtPickup,[Execute] EvaluatingTransportRequestAddOnProcess,Executing process 'EvaluateTask'.
0.00747739165044835,Order.24,Model,7.EvaluateTask,[Begin],Process 'EvaluateTask' execution started.
0.00747739165044835,Order.24,Model,7.EvaluateTask,[Decide] Decide2,Token branching on condition 'Orders.Wave == MyVehicle.WaveID'.
0.00747739165044835,Order.24,Model,7.EvaluateTask,[Decide] Decide2,Token sent to 'True' exit.
0.00747739165044835,Order.24,Model,7.EvaluateTask,[Decide] Decide1,Token branching on condition 'Orders.Priority == MyVehicle.CurrentTaskIndex'.
0.00747739165044835,Order.24,Model,7.EvaluateTask,[Decide] Decide1,Token sent to 'True' exit.
0.00747739165044835,Order.24,Model,7.EvaluateTask,[Assign] Assign4,Assigning state variable 'Token.7.ReturnValue' the value '1'. Previous value was '1'.
0.00747739165044835,Order.24,Model,7.EvaluateTask,[End],Process 'EvaluateTask' execution ended.
0.00747739165044835,Order.24,MyVehicle1[1],6.OnEvaluatingRiderAtPickup,[End],Process 'MyVehicle1[1].OnEvaluatingRiderAtPickup' execution ended.
0.00747739165044835,MyVehicle1[1],MyVehicle1[1],5.OnVisitingNode,[Pickup] Rider,Transporter 'MyVehicle1[1]' picking up rider 'Order.24' at node 'T1'. 
0.00747739165044835,Order.24,MyVehicle1[1],6.OnRiderLoading,[Begin],Process 'MyVehicle1[1].OnRiderLoading' execution started.
0.00747739165044835,Order.24,MyVehicle1[1],6.OnRiderLoading,[Assign] OnRiderLoadingAssignments,Assigning state variable 'MyVehicle1[1].OnEvaluatingRiderReservation.Enabled' the value '1'. Previous value was '1'.
0.00747739165044835,Order.24,MyVehicle1[1],6.OnRiderLoading,[Assign] OnRiderLoadingAssignments,Assigning state variable 'MyVehicle1[1].OnEvaluatingRiderReservation.ReturnValue' the value '1'. Previous value was '1'.
0.00747739165044835,Order.24,MyVehicle1[1],6.OnRiderLoading,[End],Process 'MyVehicle1[1].OnRiderLoading' execution ended.
0.00747739165044835,MyVehicle1[1],T1,2.OnEntered,[VisitNode] Entity,Token waiting at VisitNode step for '1' other processes to complete.
0.00747739165044835,MyVehicle1[1],MyVehicle1[1],5.OnVisitingNode,[Pickup] Rider,Entity 'Order.24' transferring from '[Node] T1' into station 'MyVehicle1[1].RideStation'.
0.00747739165044835,Order.24,MyVehicle1[1],6.OnRiderLoaded,[Begin],Process 'MyVehicle1[1].OnRiderLoaded' execution started.
0.00747739165044835,Order.24,MyVehicle1[1],6.OnRiderLoaded,[EndTransfer] OntoVehicle,Entity 'Order.24' ending transfer into station 'MyVehicle1[1].RideStation'.
0.00747739165044835,Order.24,T1,7.OnExited,[Begin],Process 'T1.OnExited' execution started.
0.00747739165044835,Order.24,T1,7.OnExited,[Fire] ExitedEvent,Firing event 'T1.Exited'.
0.00747739165044835,Order.24,T1,7.OnExited,[End],Process 'T1.OnExited' execution ended.
0.00747739165044835,Order.24,MyVehicle1[1],6.OnRiderLoaded,[Execute] LoadedAddOnProcess,Executing process 'Loaded'.
0.00747739165044835,Order.24,Model,7.Loaded,[Begin],Process 'Loaded' execution started.
0.00747739165044835,Order.24,Model,7.Loaded,[Assign] UpdateWaveInfo,Assigning state variable 'MyVehicle1[1].CurrentTaskIndex' the value '1'. Previous value was '0'.
